x1 x2 p py pyy pyyy pyyyy
2.3289975550845403 1.1991071368507877 1.4249001145344784 0.0 1.0 2.0 3.0
-0.004170509975510606 0.8044849267099572 0.8000774397869873 0.0 1.0 2.0 3.0
0.5975924845600191 1.3598834836514593 1.4125973152582405 0.0 1.0 2.0 3.0
2.5317122116488613 1.9500741867540545 2.192311120038724 0.0 1.0 2.0 3.0
1.5156209686157196 2.2194950116842156 2.359290003114822 0.0 1.0 2.0 3.0
-0.3941915241816233 -1.5603642355711989 -1.591843967329551 0.0 1.0 2.0 3.0
0.8260027232976652 1.0741741117535135 1.1510335328451178 0.0 1.0 2.0 3.0
-0.3755936517299252 0.07287923513452943 0.035144584165109884 0.0 1.0 2.0 3.0
0.47366375615055756 -0.6801014597376732 -0.6295949402526504 0.0 1.0 2.0 3.0
0.8547529393686997 -0.03355593549195496 0.0516616925445335 0.0 1.0 2.0 3.0
0.7043112592888489 -0.41622411696709294 -0.3440768861969665 0.0 1.0 2.0 3.0
1.7260869044455907 1.1824601094803595 1.348343851218513 0.0 1.0 2.0 3.0
0.5026700196305827 1.0194054306634042 1.064363851805719 0.0 1.0 2.0 3.0
0.6946945024225385 -0.45134446943688167 -0.37997984611080815 0.0 1.0 2.0 3.0
0.36346222146001156 0.5242642440308398 0.557828263066916 0.0 1.0 2.0 3.0
0.5744112461131854 0.0929374086353483 0.1496322331896628 0.0 1.0 2.0 3.0
1.7782546634897305 1.2099034828254818 1.3808419143596105 0.0 1.0 2.0 3.0
-0.2516612916930511 -0.15865523583855062 -0.1829090945379816 0.0 1.0 2.0 3.0
0.49729151275472544 0.1288438905470773 0.17768681778236087 0.0 1.0 2.0 3.0
-0.5774337378317668 -1.1307577407716827 -1.1826028095881076 0.0 1.0 2.0 3.0
-2.44006215648739 -2.6659174751807675 -2.8954822930484734 0.0 1.0 2.0 3.0
0.3237983582651023 0.9834388326156189 1.0107773536095088 0.0 1.0 2.0 3.0
0.9539076511213225 0.774964746597689 0.8660361028555178 0.0 1.0 2.0 3.0
-0.34424925140033286 -1.140080789412551 -1.1686768660939792 0.0 1.0 2.0 3.0
2.061384266068198 2.4781249819070172 2.6709419197910966 0.0 1.0 2.0 3.0
-1.499256036697066 -1.4094753125004635 -1.5516619060368488 0.0 1.0 2.0 3.0
-0.08478754821504517 0.1763045828179373 0.1669929403342354 0.0 1.0 2.0 3.0
0.367595268517969 -0.7419629685696362 -0.7017036511733327 0.0 1.0 2.0 3.0
1.7344676414621882 1.3310907872547268 1.497070817711414 0.0 1.0 2.0 3.0
1.5915973207726182 1.3471202190279519 1.4988045702173718 0.0 1.0 2.0 3.0
