y1 y2 res1 res2 s1 s2
1.7640523459676636 1.7640523459676636 0.5649452091168767 -0.5649452091168758 2.4947467524035454 0.7989531767307907
0.4001572083672232 0.4001572083672232 -0.4043277183427338 0.404327718342734 0.5659077511542837 -0.5718057429236632
0.978737984105739 0.978737984105739 -0.38114549954571986 0.3811454995457203 1.384144531132039 -0.5390211346950257
2.2408931992014574 2.2408931992014574 0.29081901244740394 -0.2908190124474028 3.1691015541403353 0.41128019159906776
1.867557990149967 1.867557990149967 -0.35193702153424744 0.35193702153424855 2.641125838188323 -0.49771410895492546
-0.9772778798764108 -0.9772778798764108 0.5830863556947875 -0.5830863556947881 -1.3820796319284447 0.8246086322582713
0.9500884175255891 0.9500884175255891 -0.12408569422792393 0.12408569422792437 1.3436279255182801 -0.17548367167361117
-0.15135720829769783 -0.15135720829769783 -0.22423644343222737 0.22423644343222726 -0.2140514167375339 -0.31711821948016317
-0.10321885179355782 -0.10321885179355782 0.5768826079441154 -0.5768826079441154 -0.14597350009902793 0.8158352080517289
0.4105985019383723 0.4105985019383723 0.4441544374303274 -0.44415443743032723 0.5806739701313216 0.6281292292021611
0.14404357116087796 0.14404357116087796 0.5602676881279709 -0.5602676881279709 0.2037083719083676 0.7923381631099958
1.4542735069629746 1.4542735069629746 0.271813397482616 -0.2718133974826151 2.0566533169469228 0.38440219315462376
0.7610377251469932 0.7610377251469932 -0.25836770551641053 0.258367705516411 1.0762698723804458 -0.36538711322052597
0.12167501649282841 0.12167501649282841 0.5730194859297101 -0.5730194859297101 0.17207445852612796 0.8103719285058548
0.4438632327454256 0.4438632327454256 -0.08040101128541405 0.08040101128541421 0.6277174035873466 -0.11370420058834493
0.3336743273742668 0.3336743273742668 0.24073691873891861 -0.24073691873891848 0.4718867591884083 0.34045341544448826
1.4940790731576057 1.4940790731576057 0.2841755903321248 -0.2841755903321239 2.11294688851731 0.4018849739430708
-0.20515826376580082 -0.20515826376580082 -0.04650302792725031 0.046503027927250196 -0.2901375990505123 -0.0657652127861321
0.3130677016509013 0.3130677016509013 0.18422381110382413 -0.18422381110382402 0.4427445896156785 0.26053181217508714
-0.8540957393017246 -0.8540957393017246 0.2766620014699578 -0.2766620014699581 -1.2078737780855744 0.39125915467209965
-2.5529898158340782 -2.5529898158340782 0.11292765934668836 -0.11292765934668925 -3.6104728221529436 0.1597038274151361
0.6536185954403605 0.6536185954403605 -0.3298202371752582 0.32982023717525843 0.9243562822910111 -0.46643625255836113
0.8644361988595055 0.8644361988595055 0.08947145226181696 -0.08947145226181652 1.2224973962333587 0.12653174123387817
-0.7421650204064418 -0.7421650204064418 0.397915769006109 -0.39791576900610925 -1.049579837377695 0.5627378772105591
2.269754623987607 2.269754623987607 -0.20837035791940917 0.20837035791941005 3.209917772502319 -0.2946801861661651
-1.4543656745987645 -1.4543656745987645 -0.04489036209830144 0.044890362098300995 -2.0567836616674686 -0.06348455889925672
0.04575851730144605 0.04575851730144605 -0.13054606551649123 0.13054606551649123 0.06471231576178893 -0.1846200163678685
-0.18718385002583354 -0.18718385002583354 0.5547791185438025 -0.5547791185438027 -0.26471793936374527 0.7845761535660365
1.532779214358457 1.532779214358457 0.20168842710373114 -0.20168842710373025 2.167677153069308 0.28523050898379326
1.4693587699002846 1.4693587699002846 0.1222385508723336 -0.12223855087233271 2.077987100384831 0.17287141648848706
0.15494742569691627 0.15494742569691627 -0.23097482233359487 0.23097482233359495 0.21912875087537648 -0.32664772631088596
0.37816251960217345 0.37816251960217345 0.16177475738754526 -0.16177475738754507 0.5348025640025752 0.2287840559470834
-0.8877857476301125 -0.8877857476301125 -0.202299798197213 0.20229979819721255 -1.2555186447800433 -0.28609511827583844
-1.9807964682239265 -1.9807964682239265 0.009549167482304943 -0.009549167482305831 -2.8012692296630046 0.01350456216284842
