x1 x2 p py pyy pyyy pyyyy
2.3289975550845403 1.1991071368507877 0.7989531767307908 0.0 1.0 2.0 3.0
-0.004170509975510606 0.8044849267099572 -0.571805742923663 0.0 1.0 2.0 3.0
0.5975924845600191 1.3598834836514593 -0.5390211346950255 0.0 1.0 2.0 3.0
2.5317122116488613 1.9500741867540545 0.4112801915990678 0.0 1.0 2.0 3.0
1.5156209686157196 2.2194950116842156 -0.4977141089549255 0.0 1.0 2.0 3.0
-0.3941915241816233 -1.5603642355711989 0.8246086322582714 0.0 1.0 2.0 3.0
0.8260027232976652 1.0741741117535135 -0.17548367167361123 0.0 1.0 2.0 3.0
-0.3755936517299252 0.07287923513452943 -0.31711821948016317 0.0 1.0 2.0 3.0
0.47366375615055756 -0.6801014597376732 0.8158352080517288 0.0 1.0 2.0 3.0
0.8547529393686997 -0.03355593549195496 0.6281292292021611 0.0 1.0 2.0 3.0
0.7043112592888489 -0.41622411696709294 0.7923381631099959 0.0 1.0 2.0 3.0
1.7260869044455907 1.1824601094803595 0.3844021931546239 0.0 1.0 2.0 3.0
0.5026700196305827 1.0194054306634042 -0.36538711322052597 0.0 1.0 2.0 3.0
0.6946945024225385 -0.45134446943688167 0.8103719285058548 0.0 1.0 2.0 3.0
0.36346222146001156 0.5242642440308398 -0.11370420058834496 0.0 1.0 2.0 3.0
0.5744112461131854 0.0929374086353483 0.34045341544448826 0.0 1.0 2.0 3.0
1.7782546634897305 1.2099034828254818 0.4018849739430709 0.0 1.0 2.0 3.0
-0.2516612916930511 -0.15865523583855062 -0.06576521278613211 0.0 1.0 2.0 3.0
0.49729151275472544 0.1288438905470773 0.2605318121750872 0.0 1.0 2.0 3.0
-0.5774337378317668 -1.1307577407716827 0.39125915467209965 0.0 1.0 2.0 3.0
-2.44006215648739 -2.6659174751807675 0.1597038274151361 0.0 1.0 2.0 3.0
0.3237983582651023 0.9834388326156189 -0.4664362525583611 0.0 1.0 2.0 3.0
0.9539076511213225 0.774964746597689 0.12653174123387823 0.0 1.0 2.0 3.0
-0.34424925140033286 -1.140080789412551 0.5627378772105591 0.0 1.0 2.0 3.0
2.061384266068198 2.4781249819070172 -0.294680186166165 0.0 1.0 2.0 3.0
-1.499256036697066 -1.4094753125004635 -0.06348455889925675 0.0 1.0 2.0 3.0
-0.08478754821504517 0.1763045828179373 -0.1846200163678685 0.0 1.0 2.0 3.0
