x1 x2 p py pyy pyyy pyyyy
2.3289975550845403 1.1991071368507877 2.6193757551006382 0.0 1.0 2.0 3.0
-0.004170509975510606 0.8044849267099572 0.356046379077047 0.0 1.0 2.0 3.0
0.5975924845600191 1.3598834836514593 1.1426613495124558 0.0 1.0 2.0 3.0
2.5317122116488613 1.9500741867540545 3.1365319304352126 0.0 1.0 2.0 3.0
1.5156209686157196 2.2194950116842156 2.3482009499490486 0.0 1.0 2.0 3.0
-0.3941915241816233 -1.5603642355711989 -1.0503917177690838 0.0 1.0 2.0 3.0
0.8260027232976652 1.0741741117535135 1.2191845622676738 0.0 1.0 2.0 3.0
-0.3755936517299252 0.07287923513452943 -0.3033485900923979 0.0 1.0 2.0 3.0
0.47366375615055756 -0.6801014597376732 0.11950712377815759 0.0 1.0 2.0 3.0
0.8547529393686997 -0.03355593549195496 0.7495075999967457 0.0 1.0 2.0 3.0
0.7043112592888489 -0.41622411696709294 0.44381405735268975 0.0 1.0 2.0 3.0
1.7260869044455907 1.1824601094803595 2.072671298460995 0.0 1.0 2.0 3.0
0.5026700196305827 1.0194054306634042 0.9054937015772186 0.0 1.0 2.0 3.0
0.6946945024225385 -0.45134446943688167 0.41950626941898667 0.0 1.0 2.0 3.0
0.36346222146001156 0.5242642440308398 0.5595485913401668 0.0 1.0 2.0 3.0
0.5744112461131854 0.0929374086353483 0.5553319100120407 0.0 1.0 2.0 3.0
1.7782546634897305 1.2099034828254818 2.1316046103099255 0.0 1.0 2.0 3.0
-0.2516612916930511 -0.15865523583855062 -0.2960454806766782 0.0 1.0 2.0 3.0
0.49729151275472544 0.1288438905470773 0.5024117904110693 0.0 1.0 2.0 3.0
-0.5774337378317668 -1.1307577407716827 -1.0221626710073626 0.0 1.0 2.0 3.0
-2.44006215648739 -2.6659174751807675 -3.374692479873974 0.0 1.0 2.0 3.0
0.3237983582651023 0.9834388326156189 0.729421272321752 0.0 1.0 2.0 3.0
0.9539076511213225 0.774964746597689 1.1997757115774386 0.0 1.0 2.0 3.0
