x_0 x_1 f(x)
0.32152265104622957 0.2454686268980697 0.4330087220557006
0.24556201031166663 0.46539565306615177 0.28904233662218154
0.33151672054895465 0.4051499408373502 0.26333333861369523
0.5963815774076793 0.22123857414705886 0.18237984844526173
0.20503160130301393 0.4077178607842504 0.3872505379127358
0.5563617721866486 0.23655725013880924 0.20708097767454203
0.3118573076703033 0.35992653970662003 0.3282161526230767
0.278715217031678 0.30248061501402385 0.4188041679542981
0.2555781715520467 0.2915716312874588 0.4528501971604944
0.25846385283025514 0.3687602998910094 0.3727758472787355
0.39469753516448924 0.21118503981866998 0.3941174250168407
0.4357233217382361 0.2882655428479616 0.2760111354138024
0.3391348334429878 0.2575705775037948 0.4032945890532173
0.34662398292049723 0.2740974864941843 0.37927853058531846
0.301687664147793 0.38248168588755443 0.31583064996465243
0.5228247507907188 0.2987761665973329 0.17839908261194828
0.39434474986770834 0.20802123622930774 0.39763401390298386
0.38201794935082206 0.37963745620242983 0.23834459444674808
0.3107421108461868 0.360249097591894 0.3290087915619192
0.3614541575616901 0.3172382891658608 0.32130755327244914
0.1681988725476726 0.36171946554403206 0.47008166190829526
0.3101123792458008 0.37989495282015884 0.30999266793404023
0.33208374656523365 0.37327120616803644 0.29464504726672985
0.388180112320297 0.23833796556160702 0.3734819221180958
0.3965338987857228 0.1965676621103631 0.40689843910391404
0.426480892336155 0.2110603485758197 0.36245875908802533
0.27845758753669186 0.36675902104774977 0.35478339141555826
0.17521392375403397 0.32220978122976623 0.5025762950161997
0.412689194893205 0.23915681831982422 0.34815398678697074
0.3951765979103112 0.22875631561313456 0.3760670864765542
0.3422717068336671 0.3583067175815702 0.2994215755847627
0.26444681614774745 0.5243645423863608 0.2111886414658917
0.18017555483572087 0.4293794259577731 0.3904450192065059
0.39834833133187786 0.2157043733326143 0.3859472953355078
0.336892372409644 0.3677776723075802 0.2953299552827758
0.45543933498440203 0.36387251917124946 0.18068814584434834
0.27859321882698496 0.37525163073663637 0.34615515043637857
0.2832743743744968 0.3186422927346349 0.3980833328908683
0.39399533370380485 0.3325381496719638 0.27346651662423127
0.2637060623431179 0.35467721812278397 0.3816167195340981
0.3749763650824138 0.44935486407767866 0.17566877083990756
0.4834295610756527 0.24681445805067592 0.2697559808736715
0.21891084395022023 0.28430598056796974 0.49678317548181
0.22465228144882599 0.3905058535084597 0.38484186504271434
0.33558702706790344 0.30412333766301014 0.3602896352690864
0.3343105275029141 0.3578085940418005 0.3078808784552853
0.3111815158902861 0.5023461220192349 0.18647236209047888
0.30337366813060246 0.40873015165276994 0.28789618021662766
0.3325983679005501 0.2893055897552255 0.37809604234422434
0.1945793201484061 0.4442555556323033 0.36116512421929053
0.29862474369775627 0.4179130176867243 0.2834622386155193
0.3210985925903048 0.34730090154020843 0.33160050586948664
0.2868554950185718 0.35584585347914 0.35729865150228807
0.29817191165008794 0.4460820598979279 0.2557460284519842
0.43151345791131623 0.23576380545922893 0.3327227366294548
0.3802073384527626 0.3165062511912319 0.3032864103560055
0.3222244049404701 0.37717315260412193 0.3006024424554079
0.47349103623924627 0.35466171704899885 0.17184724671175494
0.3599073653637002 0.34606028661186755 0.2940323480244321
0.3384838105337097 0.29379320649826696 0.36772298296802336
0.26153916100329727 0.5061277821749731 0.2323330568217296
0.27074020880515737 0.1822009127683698 0.5470588784264726
0.404926172460778 0.31703477039913447 0.27803905714008764
0.3466258855813399 0.2624670919161983 0.3909070225024618
0.2874939067236456 0.4560529901019774 0.25645310317437686
0.4826481687937815 0.3371807982520707 0.18017103295414771
0.39586624015110145 0.27760353356817713 0.3265302262807214
0.41890918532687654 0.29379950687489 0.2872913077982334
0.3742122702232114 0.3688669100186779 0.2569208197581106
0.20941139199957287 0.3934897782317433 0.39709882976868377
0.2418584504714123 0.398388253893734 0.35975329563485364
0.3181745322161933 0.21449703527284072 0.46732843251096595
0.34618790154041373 0.18269604227658356 0.4711160561830027
0.3879934013178102 0.23179660577503544 0.38020999290715435
0.2926033123126142 0.47435665311573316 0.23304003457165257
0.45136696521288494 0.23472433002223295 0.3139087047648821
0.29537854321402573 0.38464181054276597 0.3199796462432082
0.4344209319360687 0.23830530061049773 0.32727376745343345
0.22632751673152784 0.5230330978037643 0.25063938546470776
0.5658837972727184 0.18202979993605653 0.252086402791225
0.3816480917099666 0.2974136906570264 0.320938217633007
0.30591519042940263 0.39337507869796784 0.30070973087262953
0.2960777026294594 0.47016959907493716 0.23375269829560333
0.3511973354046711 0.4572392343420767 0.19156343025325218
0.29861709539911235 0.29734380040628666 0.4040391041946009
0.3392480039707399 0.38943125912864907 0.2713207369006109
0.250187866821339 0.4423567501702693 0.30745538300839154
0.2791137660960292 0.2907054270748219 0.43018080682914867
0.4003451228008739 0.29905558632128487 0.3005992908778411
0.24533399843586712 0.38376680928231044 0.3708991922818224
0.22895659122591777 0.3518079740872872 0.41923543468679486
0.2966068215375008 0.2900220942451743 0.4133710842173249
0.35185965723415397 0.16964384401421714 0.47849649875162886
0.39520186427557996 0.32303009193095344 0.2817680437934665
0.18594664780672418 0.35386167099356763 0.46019168119970827
0.29582722161922753 0.26296597380411074 0.44120680457666167
0.4861450067281539 0.3310994715362925 0.18275552173555362
0.3366747783464165 0.32653329982088547 0.3367919218326982
0.3596918185488169 0.23560633652776194 0.40470184492342104
0.3863171657462918 0.31356298749853806 0.30011984675517006
0.2752595382848394 0.3754672048271463 0.34927325688801436
0.27512684046635283 0.5244532230623252 0.20041993647132203
0.37322278075390136 0.30833758416185914 0.3184396350842394
0.4369690806422369 0.35417911766734017 0.20885180169042286
0.518668297937456 0.1700421038181793 0.3112895982443646
0.3536555382675415 0.24130842149788279 0.4050360402345757
0.33750912189370336 0.3371235174242051 0.3253673606820915
0.21277584235682448 0.22703440351472154 0.560189754128454
0.3013819406962105 0.46698346291334253 0.2316345963904468
0.3778070804608083 0.40755649918924214 0.21463642034994956
0.439101523972381 0.17999805885407885 0.38090041717354006
0.2474716148907224 0.5227452949086226 0.2297830902006549
0.5911956210294629 0.23808626499230753 0.17071811397822945
0.4168785336746049 0.3212411073901809 0.26188035893521405
0.3448503104149674 0.355239002157454 0.2999106874275785
0.3562964741464225 0.3644987051372848 0.2792048207162925
0.47110670583665465 0.17494091747794147 0.35395237668540397
0.39937897035452563 0.2558825564495876 0.34473847319588663
0.2183435893595505 0.34613124503433035 0.43552516560611915
0.23089202920742838 0.4080454141375241 0.36106255665504733
0.3314225869240885 0.38237558125365934 0.2862018318222523
0.33247991069859173 0.28590716935754495 0.3816129199438633
0.45365844744960543 0.27153246139937304 0.27480909115102153
0.3237735183881796 0.3405445049624372 0.33568197664938304
0.37951146655496315 0.2290717515222879 0.39141678192274876
0.38512951053383226 0.2703749225666089 0.34449556689955885
0.3833495191133021 0.44304665387293957 0.17360382701375818
0.28778923550220836 0.3708232748742167 0.34138748962357485
0.3076537444541216 0.33200786348848754 0.36033839205739077
0.20564269631071158 0.5382829995713696 0.2560743041179187
0.46418427162473586 0.20209393160206804 0.33372179677319586
0.2358688329577698 0.17556254807907187 0.5885686189631583
0.2282251502429311 0.34294316368547695 0.4288316860715919
0.5259044477925484 0.2630292429049388 0.21106630930251286
